Pressure (Pa),Specific Volume Liquid (m^3/kg)
6356444.536877093,0.0022002956964497964
6418953.101358803,0.0022072751386642006
6481929.759984942,0.0022143631800161045
6545377.357908108,0.0022215632413534704
6609298.773548244,0.0022288789072255717
6673696.919797484,0.002236313936384913
6738574.745288346,0.002243872273139749
6803935.235730423,0.002251558059641623
6869781.415319066,0.0022593756492027806
6936116.348225835,0.0022673296207491485
7002943.140171809,0.0022754247945288887
7070264.940092431,0.002283666249210899
7138084.941901671,0.0022920593405255855
7206406.3863638295,0.0023006097216206126
7275232.56283701,0.0023093233653272284
7344566.812612945,0.0023182065885641984
7414412.528718354,0.002327266079124384
7484773.160772333,0.002336508925154244
7555652.216330474,0.0023459426476457003
7627053.263882542,0.0023555752363391192
7698979.935807433,0.0023654151894838163
7771435.931546839,0.002375471557978649
7844425.021026229,0.0023857539945012947
7917951.048345139,0.002396272808338376
7992017.935769323,0.0024070390267525226
8066629.688056011,0.00241806446387208
8141790.397153197,0.002429361798270182
8217504.24731194,0.0024409446606211836
8293775.520665462,0.0024528277330900573
8370608.603325084,0.0024650268624434903
8448007.992063146,0.0024775591892774434
8525978.301647764,0.002490443296265501
8604524.272920921,0.002503699378963712
8683650.781709546,0.002517349443504336
8763362.848682825,0.002531417536517472
8843665.65028638,0.0025459300139005717
8924564.530897029,0.0025609158567018162
9006065.016381789,0.002576407044508986
9088172.829258952,0.002592438999512642
9170893.90571076,0.002609051118065722
9254234.414733268,0.002626287411421178
9338200.779770665,0.0026441972838619414
9422799.70325435,0.002662836485320216
9508038.194546467,0.0026822682878177785
9593923.601909341,0.00270256495213976
9680463.649261076,0.002723809575363898
9767666.478662815,0.002746098444746894
9855540.699718641,0.0027695440746374786
9944095.4473964,0.002794279179654494
10033340.450185042,0.0028204619545206485
10123286.111082893,0.0028482832146659123
10213943.604686763,0.00287797624797786
10305324.994735762,0.0029098307211667205
10397443.378006991,0.0029442128351706066
10490313.062689079,0.002981595455644724
10583949.79266132,0.0030226048409683092
10678371.034171615,0.0030680964008370807
10773596.349411536,0.0031192844475993733
10869647.894877642,0.0031779804765817623
10966551.106625542,0.0032470730431169137
11064335.684927372,0.003331627429457548
11163037.127719942,0.003441957897431607
11262699.676201466,0.003605981899179052
11363391.162815327,0.004287245409511206
